Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,188.28,0.87,0.46,186.71,72213,5761273,139.997,0.68,24.64,7.64
2020-06-02 18:55:00,186.66,-0.75,-0.4,188.4,1158188,5818273,138.79,0.68,24.43,7.64
