Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,19.62,0.07,0.36,19.0,425809,33411407,28.36,1.76,0,-0.74
2020-06-02 18:55:00,19.51,-0.04,-0.2,19.66,10817683,33367634,28.201,1.76,0,-0.74
2020-06-02 18:57:00,19.53,-0.02,-0.1,19.66,10891850,33367634,28.229,1.76,0,-0.74
