Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,289.99,-1.28,-0.44,290.42,3718,3547795,115.935,0.94,47.97,6.05
2020-06-02 18:55:00,294.06,4.07,1.4,291.03,1021996,3547795,117.563,0.94,48.65,6.05
2020-06-02 18:57:00,293.96,3.97,1.37,291.03,1028375,3521218,117.523,0.94,48.63,6.05
