Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,61.86,-1.07,-1.7,62.49,104390,31555047,261.915,0.82,11.99,5.16
2020-06-02 18:55:00,60.96,-0.9,-1.45,61.7,7967977,31286039,258.105,0.82,11.82,5.16
2020-06-02 18:57:00,61.0,-0.86,-1.39,61.7,8020186,31555047,258.274,0.82,11.82,5.16
