Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,14.1,0.02,0.14,14.09,103581,9678328,1.571,1.4,65.28,0.22
2020-06-02 18:55:00,14.2,0.1,0.71,14.49,2795405,9678328,1.582,1.4,65.74,0.22
