Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,154.53,-0.48,-0.31,154.9,32563,10914574,181.415,1.11,97.74,1.58
2020-06-02 18:55:00,155.75,1.22,0.79,156.0,2673959,10832481,182.847,1.11,98.53,1.58
2020-06-02 18:57:00,155.82,1.29,0.83,156.0,2687364,10914574,182.93,1.11,98.56,1.58
