Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,46.3,-1.52,-3.18,47.15,52209,31306677,195.492,0.95,18.36,2.52
2020-06-02 18:55:00,46.39,0.09,0.19,46.4,6691217,31306677,195.872,0.95,18.39,2.52
2020-06-02 18:57:00,46.38,0.08,0.18,46.4,6726185,31306677,195.851,0.95,18.39,2.52
