Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,30.97,0.04,0.13,30.75,513061,47480779,220.661,0.67,15.73,1.97
2020-06-02 18:55:00,30.9,-0.03,-0.1,31.05,8511055,47480779,220.164,0.67,15.69,1.97
2020-06-02 18:57:00,30.89,-0.04,-0.14,31.05,8556543,47480779,220.057,0.67,15.69,1.97
