Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,898.1,63.1,7.56,858.0,258658,17066739,166.575,1.16,0,-0.81
2020-06-02 18:55:00,885.16,-12.94,-1.44,894.7,8006910,17066739,164.175,1.16,0,-0.81
2020-06-02 18:57:00,885.02,-13.08,-1.46,894.7,8034752,17066739,164.149,1.16,0,-0.81
