Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,36.94,0.43,1.18,36.04,77269,14221093,47.557,1.27,14.43,2.56
2020-06-02 18:55:00,37.32,0.81,2.22,37.0,2135924,14221093,48.046,1.27,14.58,2.56
2020-06-02 18:57:00,37.26,0.75,2.05,37.0,2193395,14221093,47.969,1.27,14.55,2.56
