Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,125.55,0.66,0.53,123.67,56450,6565934,111.475,1.24,12.44,10.1
2020-06-02 18:55:00,125.59,0.7,0.56,125.67,986531,6565934,111.51,1.24,12.44,10.1
2020-06-02 18:57:00,125.48,0.59,0.47,125.67,994136,6565934,111.413,1.24,12.43,10.1
