Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,128.65,0.15,0.11,127.52,39983,2997671,15.609,1.04,28.91,4.45
2020-06-02 18:55:00,127.79,-0.71,-0.55,128.67,550149,2967815,15.506,1.04,28.72,4.45
2020-06-02 18:57:00,127.86,-0.64,-0.5,128.67,555626,2997671,15.514,1.04,28.73,4.45
