Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,154.2,2.81,1.86,145.45,504863,34521398,87.019,1.45,0,-6.03
2020-06-02 18:55:00,153.53,2.14,1.41,154.0,14369935,34521398,86.638,1.45,0,-6.03
2020-06-02 18:57:00,153.64,2.25,1.49,154.0,14450788,34406440,86.703,1.45,0,-6.03
