Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,35.97,0.15,0.42,35.64,312050,38680959,62.372,0,0,-6.66
2020-06-02 18:55:00,35.81,-0.01,-0.01,36.16,10636196,38947271,62.103,0,0,-6.66
2020-06-02 18:57:00,35.73,-0.09,-0.25,36.16,10682090,38680959,61.955,0,0,-6.66
