Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,6.88,0.12,1.78,6.58,2119971,119965090,60.18,0.96,0,-0.32
2020-06-02 18:55:00,7.09,0.33,4.88,6.58,55289271,120674468,62.016,0.96,0,-0.32
2020-06-02 18:57:00,7.09,0.33,4.88,6.58,55510641,120674468,62.016,0.96,0,-0.32
