Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,55.82,0.04,0.07,56.7,232453,22018401,230.983,0.44,12.6,4.43
2020-06-02 18:55:00,55.97,0.19,0.35,55.82,5564766,22018401,231.625,0.44,12.64,4.43
2020-06-02 18:57:00,55.95,0.17,0.3,55.82,5605531,22018401,231.521,0.44,12.63,4.43
