Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,24.93,0.32,1.3,24.28,1099503,93824252,216.283,1.61,10.13,2.46
2020-06-02 18:55:00,25.03,0.42,1.71,24.96,28443093,93274015,217.15,1.61,10.17,2.46
2020-06-02 18:57:00,24.98,0.37,1.5,24.96,28664401,93274015,216.717,1.61,10.15,2.46
