Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,4.26,0.06,1.43,4.14,2407580,29120040,23.606,0.38,0,-0.192
2020-06-02 18:55:00,4.31,0.11,2.62,4.27,24766074,28955885,23.883,0.38,0,-0.192
2020-06-02 18:57:00,4.3058,0.1058,2.52,4.27,24810627,28955885,23.86,0.38,0,-0.192
