Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,120.5,0.37,0.31,119.86,1920098,5698161,65.219,1.08,12.73,9.46
2020-06-02 18:55:00,123.4,2.9,2.41,121.84,1053971,5698161,66.789,1.08,13.04,9.46
2020-06-02 18:57:00,123.4,2.9,2.41,121.84,1080464,5698161,66.789,1.08,13.04,9.46
