Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,388.96,0.52,0.13,396.04,1072452,1933643,109.078,0.98,17.65,22.04
2020-06-02 18:55:00,390.94,1.98,0.51,388.64,470459,1933643,109.633,0.98,17.74,22.04
2020-06-02 18:57:00,390.86,1.9,0.49,388.64,473905,1947030,109.611,0.98,17.74,22.04
