Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,9.66,0.51,5.57,9.4,435414,21341323,9.239,0.28,148.62,0.06
2020-06-02 18:55:00,9.39,-0.27,-2.83,9.88,18923521,21953559,8.978,0.28,144.41,0.06
2020-06-02 18:57:00,9.39,-0.27,-2.85,9.88,18960405,21341323,8.976,0.28,144.38,0.06
