Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,5.97,0.11,1.79,5.73,1917869,101319071,23.763,1.25,0,-0.78
2020-06-02 18:55:00,5.93,0.06,0.94,5.96,35309599,100705020,23.564,1.25,0,-0.78
2020-06-02 18:57:00,5.92,0.05,0.85,5.96,35397440,101319071,23.544,1.25,0,-0.78
