Date,Price,Change,P_Change,Open,Volume,Avg_Volume,Market_Cap,Beta,PE_Ratio,EPS
2020-06-02 16:30:00,92.74,-0.27,-0.29,92.95,83875,10869207,164.046,0.97,46.58,1.99
2020-06-02 18:55:00,92.2,-0.81,-0.87,92.92,1442407,10869207,163.088,0.97,46.31,1.99
2020-06-02 18:57:00,92.09,-0.92,-0.99,92.92,1454314,10955165,162.893,0.97,46.25,1.99
